timestamp	build_name	command	duration_s	rc	mem_min_mb	mem_max_mb	mem_mean_mb	mem_p95_mb	cpu_min_pct	cpu_max_pct	cpu_mean_pct	cpu_p95_pct	load_min	load_max	load_mean	samples
2026-05-14T18:27:47Z	smoke-test-build	bash -c sleep 7	7	0	6448	6690	6569	6448	134.6	207.9	171.2	134.6	2.63	2.86	2.75	2
